u,f,kernel,lambda,a,b,u_is_polynomial,u_is_trigonometric,u_is_hyperbolic,u_is_exponential,u_max_degree,f_is_polynomial,f_is_trigonometric,f_is_hyperbolic,f_is_exponential,f_max_degree,kernel_is_polynomial,kernel_is_trigonometric,kernel_is_hyperbolic,kernel_is_exponential,kernel_max_degree,lambda_is_polynomial,lambda_is_trigonometric,lambda_is_hyperbolic,lambda_is_exponential,lambda_max_degree
-x - 153355.58842159342, -x + 118.19922270268449*exp(x) - 153355.58842159342, 2.165030418406864*exp(t + x), 0.38221469932886265, -9.866795635266097, -6.924564098306267,True,False,False,False,1,False,False,False,True,1,False,False,False,True,1,True,False,False,False,1
8227374071493246.0/tanh(x)**4, -423610672214.1208*x - 2430769625788011.0*cos(x) + 8227374071493246.0/tanh(x)**4, 0.0001742701849323932*x + cos(x), 0.46035544845377885, -9.863578093389947, -9.221793554260692,False,False,True,False,1,False,True,True,False,1,False,True,False,False,1,True,False,False,False,1
48.87890632855852, 650.4450885481619*x - 650.4450885481619*cosh(x + tan(x**3)) + 48.87890632855852, x - cosh(x + tan(x**3)), -8.13318681665881, -6.7031915472836845, -5.067021602442172,True,False,False,False,1,False,True,True,False,1,False,True,True,False,1,True,False,False,False,1
101792.407176113*(0.003134312593659394*x**3 + 0.003134312593659394*x - 1)**2, 101792.407176113*(0.003134312593659394*x**3 + 0.003134312593659394*x - 1)**2 + 5618473.239460314*tan(x) + 10816481951.58077, t**5 + t - tan(x), 3.903556557967418, -6.423194615997718, 5.701988549275567,True,False,False,False,6,False,True,False,False,1,False,True,False,False,1,True,False,False,False,1
x**5, x**5 + 3594335.2010053859*x**2*tan(x) - 34004067.280047253*x*tan(x)**2 + 107231381.87580587*tan(x)**3 - 993502.9943683215, t - x**3 + 846.714255877075*(0.105703096379722*x - tan(x))**3 + 1.9376759863263295, 7.509713351356101, 3.3579080846696723, 6.842326342982599,True,False,False,False,5,False,True,False,False,1,False,True,False,False,1,True,False,False,False,1
-5.697954050529022, -538.9705275855098*cos(x**4) - 5.697954050529022, 4.208935949569333*cos(x**4), -3.5879134926285694, -6.683384810493909, -0.4196726151003478,True,False,False,False,1,False,True,False,False,1,False,True,False,False,1,True,False,False,False,1
x, -175.134018921604*x*cosh(x) + x + 442.087210801261*cosh(x), (x - 2.52427948335471)*cosh(x), 4.784043580604468, 2.4442848362586673, 8.898900183915828,True,False,False,False,1,False,False,True,False,1,False,False,True,False,1,True,False,False,False,1
2.89807242310221, 119.16325357676169*x - 11481.365984089719, -t**5 - t**2 + x + 7.8971658289140265 - 0.005308873137351008*exp(-t), -9.109887870673285, -0.77767327146017, 3.7358957353519457,True,False,False,False,1,True,False,False,False,1,False,False,False,True,1,True,False,False,False,1
-8786492090342800.0*(0.1217216153542763*x*exp(x) + 1)**5, 4146368688825994.0 - 8786492090342800.0*(0.1217216153542763*x*exp(x) + 1)**5, t, -2.373032293385844, -9.158559348665792, -9.136807555879841,False,False,False,True,1,False,False,False,True,1,True,False,False,False,1,True,False,False,False,1
x**2 - x + 4.373642434200935, 1369.492604826099*x**9 + x**2 - x - 1369.492604826099*tan(x**3/tan(x) + x/tan(x)) - 12044.71908727771, x**9 - tan((x**3 + x)/tan(x)) - 8.798216717089854, -4.86839724543257, -8.800061328069047, -2.7721789998699258,True,False,False,False,2,False,True,False,False,1,False,True,False,False,1,True,False,False,False,1
x, -39.1631857043129*x**3*exp(x) + x, x**3*exp(x), -6.210082116668493, -4.801545942060419, -3.2314188772679486,True,False,False,False,1,False,False,False,True,1,False,False,False,True,1,True,False,False,False,1
x, x - 16.47212800551057*tan(x**3 + x - 2.5842160233567153) - 22.35239281484773, t - tan(x**3 + x - 2.5842160233567153) - 4.685077225515321, -1.598311534186701, -1.0802420116134357, 4.666779872467519,True,False,False,False,1,False,True,False,False,1,False,True,False,False,1,True,False,False,False,1
9.398349679033078, -140.3616934934247*x*log(x) - 98.54403877336896*tan(x) + 9.398349679033078, 0.07822186472541812*t*x*log(x) - 0.447529765763014*tan(x), -8.366503437911163, -9.549320892527778, -6.748967517607969,True,False,False,False,1,False,True,False,False,1,False,True,False,False,1,True,False,False,False,1
x, -71.4936387632808*x + 72.4936387632808*cosh(x) + 0.1903380255135553*tanh(x)**3, -x + cosh(x) + 0.002718664649840498*tanh(x)**3/t, -4.0120882690340665, -7.689628522004419, 9.760532562458515,True,False,False,False,1,False,False,True,False,1,False,False,True,False,1,True,False,False,False,1
x**4, x**4 - 528.4869473625475*tan(x*cosh(x) + x) - 4786.560811157914, tan(x*cosh(x) + x) + 9.057103179266004, 0.05604064108339024, -9.737922466344832, -8.342657400430832,True,False,False,False,4,False,True,True,False,1,False,True,True,False,1,True,False,False,False,1
1.298349280886777*cos(x - 5.088766863336462), 2294440.7548526187*x + 1.298349280886777*cos(x - 5.088766863336462) + 14.965782928370493, 2*t + x*(-547.76385221736974*t**4 + t + 6.095278128827768), 7.51874892409765, -8.306967943484134, -8.177958195356398,False,True,False,False,1,False,True,False,False,1,True,False,False,False,4,True,False,False,False,1
-0.48130857377145375, 17.424115661018696*x - 17.424115661018696*tan(x)**5 + 205.11888937194805, x - tan(x)**5 + 11.799749378712466, 6.673821480121237, -2.6194173086523564, 2.8049933644427956,True,False,False,False,1,False,True,False,False,1,False,True,False,False,1,True,False,False,False,1
1.2002458885120237, 75.692105231643546*x + 75.692105231643546*tan(x) - 1119.7820987546504, x - exp(t) + tan(x) - 8.883174954982554, -5.065332671305303, -8.148906282761848, 4.301180656328317,True,False,False,False,1,False,True,False,False,1,False,True,False,True,1,True,False,False,False,1
x**3, 3727.4576311739218*x**3 + 21198.7469838283 - 1501.8989212083016/tan(x), -t - x**3 + 0.40303662884667446/tan(x), 5.880758424163311, 1.5186023989277668, 7.099181569793203,True,False,False,False,3,False,True,False,False,1,False,True,False,False,1,True,False,False,False,1
x, x + 487501.3614327638, 1.000000140396167*t**2 + 2*t + exp(t) - 8.26008392030819, -4.126947166077297, 2.2561886402656377, 9.518107283015063,True,False,False,False,1,True,False,False,False,1,False,False,False,True,1,True,False,False,False,1
0.742742142872066*x**4 - 0.742742142872066*x**3 - 1.48548428574413*x + 6823.708446786007, 0.742742142872066*x**4 - 0.742742142872066*x**3 - 1.48548428574413*x + 88723.82007951771*cos(x)/cos(x**2) + 6823.708446786007, cos(x)/cos(x**2), -0.9217286153145352, -7.123200636468619, 6.334549437777916,True,False,False,False,4,False,True,False,False,1,False,True,False,False,1,True,False,False,False,1
0, 0, t/x**5 - exp(t**2), -6.274083303472886, -5.220327686380104, 4.105785817058553,True,False,False,False,1,True,False,False,False,1,False,False,False,True,1,True,False,False,False,1
0.175142176011082*x**4 - 0.024974978661297146*x**4*exp(-x) - 4.948055333770821*x, 0.175142176011082*x**4 - 0.024974978661297146*x**4*exp(-x) - 1492.7498984289388*x**2 - 656665.3252804454*x, x*(-x - 1.994532290172946 - 1.6003933100228994*exp(-t))/t, -0.963851799583308, -6.092359511321222, 6.176874832068723,False,False,False,True,1,False,False,False,True,1,False,False,False,True,1,True,False,False,False,1
tan(x) - 0.9999993279405237, -44.81862818771977*x**3 + tan(x) - 0.9999993279405237, x**3, -4.826143706285597, -8.128801013604647, 1.3434384690566041,False,True,False,False,1,False,True,False,False,1,True,False,False,False,3,True,False,False,False,1
x**5, x**5 + 46635.57643140019*exp(x) + 188583.4305686489 - 142596.3080036508/x, 2.128133807017073*exp(x) + 8.60567842721418 - 6.507135689955003/x, 0.9430961061701044, -7.201014798398642, -1.5802334076055367,True,False,False,False,5,False,False,False,True,1,False,False,False,True,1,True,False,False,False,1
-7.259931457587456, -210.6022713009987*x**3 - 3203235.9498561289, t + x**3 + 4.0424440056614745*exp(t)*log(t) - 8.49218977852004, -6.503838611464112, 4.547085916669973, 9.007352064514599,True,False,False,False,1,True,False,False,False,3,False,False,False,True,1,True,False,False,False,1
-x**5 - 6.982748855881984 + 18.9588956292343*exp(x)/x, -x**5 - 652366.1946196037 + 18.9588956292343*exp(x)/x, t**3, -5.198029611102182, 0.9354597362989647, 4.841241237456552,False,False,False,True,1,False,False,False,True,1,True,False,False,False,3,True,False,False,False,1
x, x + 1.437857254236826*cos(x) - 1.895426146432341*tan(tanh(tanh(x))/cosh(x)) + 2741.90564566946, -4.142384193422055*t - 3.142384193422055*cos(x) + 4.142384193422055*tan(tanh(tanh(x))/cosh(x)), 3.8605324832586003, -6.350056459665192, 6.368694267095243,True,False,False,False,1,False,True,True,False,1,False,True,True,False,1,True,False,False,False,1
1, -16292.3636002145, t**2*cosh(t), 2.7259509809830984, -6.075661046585628, 3.651983343230448,True,False,False,False,1,True,False,False,False,1,False,False,True,False,1,True,False,False,False,1
-8.991330752761186*x**3, -8.991330752761186*x**3 - 126012.2181815524*x**2/tanh(x)**2 + 241677797.0611816*x/tanh(x)**2 - 1819989.22528286*x*exp(-x)/tanh(x)**2 - 115877964921.215/tanh(x)**2 + 1745271184.766115*exp(-x)/tanh(x)**2 - 6805213.144486855*exp(-2*x)/tanh(x)**2, 919577.2171414641*(-0.00104281170809954*t*exp(-x) + 0.00104281170809954*x - 1)**2/tanh(x)**2, 8.866237928281954, -8.94711309781393, -3.0393846952684056,True,False,False,False,3,False,False,True,True,1,False,False,True,True,1,True,False,False,False,1
x**4, x**4 - 8389.311317898737*exp(x)*exp(-x**2)*exp(x**4)*exp(cosh(x**2)) - 82522.31789300463, exp(x**4 - x**2 + x + cosh(x**2)) + 9.836602167443933, 1.6374086352706474, 7.631775434604503, 8.757374584706717,True,False,False,False,4,False,False,True,True,1,False,False,True,True,1,True,False,False,False,1
0, 0, t*tanh(t)/(x*(x**2 + exp(t))), -5.026583793709261, -6.815390167629665, -2.5890544590325852,True,False,False,False,1,True,False,False,False,1,False,False,True,True,1,True,False,False,False,1
x, x + 110.42951101054321 - 155.32309174067347/cos(x**5), t/cos(x**5) - 3.4376143344311227, 1.3004944220245243, -0.9779021249045954, 7.096397514809642,True,False,False,False,1,False,True,False,False,1,False,True,False,False,1,True,False,False,False,1
2*x + 0.03658474254116314, 2*x + 72.66574668960759*cos(x) - 250.4942975649824, t - cos(x), 8.40647122763993, -1.7507524153594538, 3.39424960114453,True,False,False,False,1,False,True,False,False,1,False,True,False,False,1,True,False,False,False,1
x, x + 100.84147667861/(x - 9.168460825972996), t**2*cos(t**2)/(x - 9.168460825972996), -3.4167830685139933, 5.865936416864994, 8.0375462336481,True,False,False,False,1,False,False,False,False,1,False,True,False,False,1,True,False,False,False,1
x, x + 14.1787979991587, t, -0.04939079068850205, -8.996198742422175, 5.1063163370610365,True,False,False,False,1,True,False,False,False,1,True,False,False,False,1,True,False,False,False,1
-4.3704547570023795*x*cos(x) + x, -4.3704547570023795*x*cos(x) + x + 1824.1697795459265, t**2, -5.639539949744221, 2.582074546230542, 4.278536910862012,False,True,False,False,1,False,True,False,False,1,True,False,False,False,2,True,False,False,False,1
x**2*(x*(-x + cosh(x)/x**2) + cosh(x)), x**2*(x*(-x + cosh(x)/x**2) + cosh(x)) + 279423.995444027*x - 1965868.72097403, t + x, -7.474769806391119, -7.690995361795549, -1.7958779045100997,False,False,True,False,1,False,False,True,False,1,True,False,False,False,1,True,False,False,False,1
-7.562885164837079, 968.572457858522*x + 3275.394091590969 + 5103352.808950419/x, t - x + 0.002414914305837664 - cos(t)/x - 5268.971591481739/x, -9.885889267688004, -9.86926739993607, 3.085477566588553,True,False,False,False,1,False,False,False,False,1,False,True,False,False,1,True,False,False,False,1
92.425943009840564*exp(x), 92.425943009840564*exp(x) - 10138.285707612397, -2.191059405731113, -0.8664805941155063, 3.1360963165366726, 4.391868118350072,False,False,False,True,1,False,False,False,True,1,True,False,False,False,1,True,False,False,False,1
-9.22860874741837*x - 0.0001292696306332102*(x**2 + cosh(x) + 0.014235298119597672)**5 + 19.72978227585622, -523285221.22762865*x - 0.0001292696306332102*(x**2 + cosh(x) + 0.014235298119597672)**5 + 19.72978227585622, x, -3.2782506481826186, 2.285033217145271, 6.439955735932795,False,False,True,False,1,False,False,True,False,1,True,False,False,False,1,True,False,False,False,1
5.212007035425266, 33999.6335369713 - 633.5907574780813*x, -9.968150136752755*x + 9.968150136752755*cosh(t), -2.075939021816648, 0.5736966125333414, 6.448247592753237,True,False,False,False,1,True,False,False,False,1,False,False,True,False,1,True,False,False,False,1
-4.8526167594641608*x*(1.120104186251984*x**6 + 0.122570606144569*x + 0.5666778934400413) - 1, 20990425.148380002*x**2 - 4.8526167594641608*x*(1.120104186251984*x**6 + 0.122570606144569*x + 0.5666778934400413) + 37402025455.602381*x - 20990425.148380002*log(-x**3) - 134259099.17425787, -t**4*x - t - x**2 + log(-0.368370702037544*x**3) + cos(t), 7.0519456167430725, -6.958527331713116, -5.7012223451893185,True,False,False,False,7,False,False,False,False,1,False,True,False,False,1,True,False,False,False,1
x**3, x**3 - 37394941.5410081 - 362.9260768896024*tan(x)/x, -t**15 + 0.8804566977448681*t**2*tan(x)/x, -7.4892018310448165, -2.6293536080861735, 0.767200442666276,True,False,False,False,3,False,True,False,False,1,False,True,False,False,1,True,False,False,False,1
5.4737471628172082*x - 0.20221046408144931*exp(5*x), 5.4737471628172082*x - 0.20221046408144931*exp(5*x) + 25847021019629226.0, t**3 + 1, 3.9067115517430153, -1.760764472881073, 6.794276330604227,False,False,False,True,1,False,False,False,True,1,True,False,False,False,3,True,False,False,False,1
x, -121.26365424638125*x**25*exp(x) + 331.58366395219466*x*exp(x) + x + 105.2375960954498*exp(x), (x**25 - 2.7344027030431484*x - 0.867841207239475)*exp(x), -7.350786399632369, -7.491719088040467, -4.8096228791720375,True,False,False,False,1,False,False,False,True,1,False,False,False,True,1,True,False,False,False,1
x**4, x**4 - 120.5653604306801*x**2 - 120.5653604306801*x*cosh(x)**3 - 780.9290233639017*x - 559.479553032352, -t*x + x**2 + x*(cosh(x)**3 + 4.172314047111857) + 4.64046680600295, 6.170412260313782, -2.600806778791071, -1.8436712768656243,True,False,False,False,4,False,False,True,False,1,False,False,True,False,1,True,False,False,False,1
2838.5317509131435*(-0.070626672895151486*x**3 - 0.43357140471176013*x + 1)**3, -26400725185.858886*x + 2838.5317509131435*(-0.070626672895151486*x**3 - 0.43357140471176013*x + 1)**3 + 25189035534.514389 - 10439303684.035419/cos(x**3), t - 0.41443840395283615*t/cos(x**3) + 8.839165733878946*x, 8.314925795401159, -8.950321740591205, -7.638128384808747,True,False,False,False,9,False,True,False,False,1,False,True,False,False,1,True,False,False,False,1
-9.976073890762912/x, 8422184.827608868 - 9.976073890762912/x, -t**6 + t*cos(t), -5.419937024763426, 5.391395654203073, 9.930732694639566,False,False,False,False,1,False,False,False,False,1,False,True,False,False,1,True,False,False,False,1
x**5 + 5.9278827571207255, x**5 - 1268.3777878964986*x**2 + 4551.386777331155*cosh(x)**5 + 62460.443904456981, -t**3 - t*cosh(x)**5 + x**2, 1.338719401993771, 0.9599231844208784, 4.210251814940442,True,False,False,False,5,False,False,True,False,1,False,False,True,False,1,True,False,False,False,1
x**5, x**5 + 2276751.843184847*x - 5838703079.894899*exp(x**3 + x) + 34767659.2488625, t*(t - x + exp(-t + x**3 + x) - 7.731541613508068), 4.523121548969268, -8.615644653550298, -2.2758109487536338,True,False,False,False,5,False,False,False,True,1,False,False,False,True,1,True,False,False,False,1
-x**5 + 108.2987180712832*x*(0.04868493766649838*x*cosh(x + 6.988570681802737) + 1)**3, -x**5 + 108.2987180712832*x*(0.04868493766649838*x*cosh(x + 6.988570681802737) + 1)**3 + 2041023846545800.0, t**2, -6.155326607961826, 1.6632043568374026, 4.029741056788039,False,False,True,False,1,False,False,True,False,1,True,False,False,False,2,True,False,False,False,1
x**4 + 222892.6009113915, x**4 + 1782816.356694146*cosh(x**2)**12 + 118271432.9375271, -8.837744463169576*t + cosh(x**2)**12 - 0.5448818675435909, -3.5520344812693754, -8.659786188354634, -6.441711774568059,True,False,False,False,4,False,False,True,False,1,False,False,True,False,1,True,False,False,False,1
x*(x + log(0.90497020141518871*exp(-x))) - 68.17662312875667, -5340.5322289411358*x**8 + 21362.128915764543*x**7 - 19043.556915501755*x**6 - 17636.780458670636*x**5 - 201840.42990672206*x**4 + 457997.97764628715*x**3 + 43322.900940353806*x**2 + x*(x + log(0.90497020141518871*exp(-x))) - 284162.24022151105*x - 552965.20028132434, x + (-t - x**2 + x)**4, -8.567403132710023, -5.194531780926022, 3.9569962622312786,False,False,False,True,1,False,False,False,True,1,True,False,False,False,8,True,False,False,False,1
2*x - tanh(1) + x**(-3), 2*x - 17.4869928249168 + 3.64428836490639*tanh(1) + x**(-3), t, 5.641644224989717, 0.45063019903036405, 1.3599626322946428,False,False,True,False,1,False,False,True,False,1,True,False,False,False,1,True,False,False,False,1
x - 201.10567299766559*(-0.3461904917465469*x - 1)**5*exp(5*x) - exp(5*x) + 4.528089894310455, x - 201.10567299766559*(-0.3461904917465469*x - 1)**5*exp(5*x) - exp(5*x) + 4.528089894310455 + 277739.34899027675/x, (t + (t - 1)**4 + 6.126302957740865)/x, 7.957151997651781, -8.427364792785156, -2.408102848507381,False,False,False,True,1,False,False,False,True,1,False,False,False,False,1,True,False,False,False,1
0, 0, t*(x**3 - x/t) - tanh(x**2)**5, 6.845123909928354, -9.221674378730572, -0.20715595933989306,True,False,False,False,1,True,False,False,False,1,False,False,True,False,1,True,False,False,False,1
x**5 - x, x**5 + 113171.680313616*x**2 - x, x**2, -8.458396620596256, -5.968955516946015, 7.076228252159606,True,False,False,False,5,True,False,False,False,5,True,False,False,False,2,True,False,False,False,1
0.81328382941916968*x, 0.81328382941916968*x - 192.56632682826535*tan(1.0*x**4 + 25.51329670576255*x**3 + 244.09811579860281*x**2 + 1037.9579422812231*x + 1655.1080593452252) + 1146.8845569211113, t + tan(1655.1080593452252*(0.15678099330442631*x + 1)**4), -6.027994605482592, -8.88794809250454, -0.6608549343269932,True,False,False,False,1,False,True,False,False,1,False,True,False,False,1,True,False,False,False,1
-12.478826143407775, 1074833.9011384005*cos(x) - 12.478826143407775, (-t**5 + t - 7.441824417957168)*cos(x), 5.325540966694565, -6.783956276413456, -2.1733500151789586,True,False,False,False,1,False,True,False,False,1,False,True,False,False,1,True,False,False,False,1
x**4*cos(0.1006144416718634*x)**4 - 11.31756775883057, x**4*cos(0.1006144416718634*x)**4 - 11.31756775883057 - 2516944.4079631469/(x - 3.125175022701603), 585.95542927563154/(x - 3.125175022701603), 2.1656865487838157, 0.27721471926887453, 7.5221717101426115,False,True,False,False,1,False,True,False,False,1,False,False,False,False,1,True,False,False,False,1
-x*(x + 127.2624393391964) + tanh(x), -x*(x + 127.2624393391964) + tanh(x) + 50.905132475157074, -1.2374956735272171, -9.265738387330051, 1.8062422179005182, 1.8252612940381319,False,False,True,False,1,False,False,True,False,1,True,False,False,False,1,True,False,False,False,1
3.640616912083818 - cos(x), 45.22184512978894*x - cos(x) + 93010.38500565411, -t**3 + x + exp(t) + 1596.741076082233, -3.48753530256592, 3.928194046877678, 7.957540197337611,False,True,False,False,1,False,True,False,False,1,False,False,False,True,1,True,False,False,False,1
-x**2 + x, -x**2 + x + 1258.00890213012*tan(x**2), t*tan(x**2), -6.788384051350624, -5.257876991128132, -3.542662603739293,True,False,False,False,2,False,True,False,False,1,False,True,False,False,1,True,False,False,False,1
-0.12451557383556633*x**2 - cos(x) + 3.716574541416085 - 4.742079117396103/x**4, -0.12451557383556633*x**2 - cos(x) - 417.20292811060689 - 4.742079117396103/x**4, -5.9470962562399565, -8.390338764142044, 0.7639606905580898, 4.638085483040101,False,True,False,False,1,False,True,False,False,1,True,False,False,False,1,True,False,False,False,1
x, x - 35.84660386809394, 5.046295079193817*tan(t**2), -7.660478510426525, 5.182730864337536, 8.5002296902788,True,False,False,False,1,True,False,False,False,1,False,True,False,False,1,True,False,False,False,1
-9.838723929361127/x**4, 5.815868282322903/x**2 - 9.838723929361127/x**4, t/x**2, 4.114483029802308, 1.8212531078422405, 8.408319656773923,False,False,False,False,1,False,False,False,False,1,False,False,False,False,1,True,False,False,False,1
2.645127549232269, 16.24491129038306*x + 31257363785.37298, -t**10 - x + cos(t), 6.83302372674062, -8.894456646390687, -7.995667547010628,True,False,False,False,1,True,False,False,False,1,False,True,False,False,1,True,False,False,False,1
-0.9741382066369007/x, -0.001871881927321518*x**3 - 11542.3413687976 - 0.9741382066369007/x, exp(t) + 64.23898447519567*x**3/t**5, -8.492103685884729, 8.0565489263767, 9.666329696490426,False,False,False,False,1,False,False,False,False,1,False,False,False,True,1,True,False,False,False,1
(0.37734499243127657*x**2 + x)*(x**5 + 6.30300959580614*x), 24191661.873181529*x + (0.37734499243127657*x**2 + x)*(x**5 + 6.30300959580614*x), x, -4.046172869154015, 5.828349660857622, 9.983582185822762,True,False,False,False,7,True,False,False,False,7,True,False,False,False,1,True,False,False,False,1
-4.884940730282432, 64.79049413166491*x**2*exp(x) - 4.884940730282432, t*x**2*exp(x), -0.2894147568036196, -9.756159838996295, -1.8779155087455468,True,False,False,False,1,False,False,False,True,1,False,False,False,True,1,True,False,False,False,1
x, x - 6212.021754447401, 79.94493363874074, 4.901513232842378, -5.815836835559473, 8.09505935889468,True,False,False,False,1,True,False,False,False,1,True,False,False,False,1,True,False,False,False,1
x**2, 717.644464548539*x**3 + x**2 - 717.644464548539*x - 717.644464548539*cos(x - 3.3335934166242716), -x**3 + x + cos(x - 3.3335934166242716), 3.9089692861854637, -8.111709939385946, 2.572205806061344,True,False,False,False,2,False,True,False,False,1,False,True,False,False,1,True,False,False,False,1
x*(exp(x) + 11.07907094687663), x*(exp(x) + 11.07907094687663) - 14166.25073547563*x, x, 4.618862617806885, -1.8465801631718008, 6.294091959797186,False,False,False,True,1,False,False,False,True,1,True,False,False,False,1,True,False,False,False,1
-4.737974963419469, -1.151851529000738*x**2 + 18.08057666421834*x - 63.86695308273566, -x**2*exp(t) + x + 9.738356137897899/t, 0.7356564584753329, -6.288981593323156, -1.1016445813442708,True,False,False,False,1,True,False,False,False,2,False,False,False,True,1,True,False,False,False,1
cos(1), -96.41352071758283*cos(1), 5.135762501456506, 4.1291416287798715, -8.562632536417475, -3.9690182211849256,True,True,False,False,1,True,True,False,False,1,True,False,False,False,1,True,False,False,False,1
-tan(6.97612538750467*x*cos(0.5096185486404359*x**5 + 0.96238364787192*x))/x, -tan(6.97612538750467*x*cos(0.5096185486404359*x**5 + 0.96238364787192*x))/x, 0, -5.393662895010638, -4.517677192398586, 0.3512478530634908,False,True,False,False,1,False,True,False,False,1,True,False,False,False,1,True,False,False,False,1
x**3 + x**(-6), x**3 + 4834.36178480837*cos(x)**3 + x**(-6), cos(x)**3, -8.748382461921977, 4.746918883035477, 7.220517427174741,False,False,False,False,1,False,True,False,False,1,False,True,False,False,1,True,False,False,False,1
x, 272.041827631507*x**30 + 3333.94243600749*x**15 + x + 9377.06218043328, t + (t - x**15)**2, 7.695198938136439, -8.714870689134786, -2.290124669273526,True,False,False,False,1,True,False,False,False,30,True,False,False,False,30,True,False,False,False,1
9.858955979953606*x**4 + 53.42775006309345, 9.858955979953606*x**4 - 96343.626048332754*tanh(log(x**3)) - 291481.59373585776, -6.040966047338414*t - 6.040966047338414*tanh(log(x**3)) + 1.0133644619521611, -7.055519451417725, -0.22316553370202108, 4.006059031996134,True,False,False,False,4,False,False,True,False,1,False,False,True,False,1,True,False,False,False,1
8.361383130253738, 840.9795067630052*cosh(x) - 21176.20901832385, t**2 - cosh(x), 5.83972645680608, -7.92579003351042, 9.297447238221988,True,False,False,False,1,False,False,True,False,1,False,False,True,False,1,True,False,False,False,1
-0.04175829383451557, -4.885431750598694*exp(x) - 63.41104246813242, t - exp(x) - 12.9104733093761, 7.94151124038034, -7.426519070096922, 7.30532284076525,True,False,False,False,1,False,False,False,True,1,False,False,False,True,1,True,False,False,False,1
-1.1980807933232782, -1.1980807933232782 - 2387.91495001922/cosh(exp(x))**5, 0.999999966630192*log(t)**10/cosh(exp(x))**5, -0.5479471312327533, 3.134399570814974, 8.866304349276234,True,False,False,False,1,False,False,True,True,1,False,False,True,True,1,True,False,False,False,1
-0.26603168531350185, -90.572516105446767, t**3 + tanh(t) - 8.88339929203022, -1.678540350835389, 6.769323214340915, 7.355537583754423,True,False,False,False,1,True,False,False,False,1,False,False,True,False,1,True,False,False,False,1
-157.94722205904842*x**2/(-3.8245404771842706*x - 118900.80991622633), -157.94722205904842*x**2/(-3.8245404771842706*x - 118900.80991622633) + 1.5032442918727112*x, x, -3.557331157607015, -9.844612016945735, 0.06573152679481709,False,False,False,False,1,False,False,False,False,1,True,False,False,False,1,True,False,False,False,1
x**2, x**2 - 34030.44421283677, 1.029326748444402*t**2, 4.771243448686501, -7.328814914416489, 6.700160652384845,True,False,False,False,2,True,False,False,False,2,True,False,False,False,2,True,False,False,False,1
2*x, 2*x - 436.301434784374*(15592.7048038634 - 15592.7048038634*cos(x)**5)/cos(x)**5 + 2816.285572334564*(1872.415493481167*cos(x)**10 - 3744.830986962333*cos(x)**5 + 1872.415493481167)/cos(x)**10 - 18310.10398853067*(-99.93105605983002*cos(x)**15 + 299.7931681794901*cos(x)**10 - 299.79316817949*cos(x)**5 + 99.93105605983002)/cos(x)**15 + 119869.3385453897*(2.0*cos(x)**20 - 8.0*cos(x)**15 + 12.0*cos(x)**10 - 8.0*cos(x)**5 + 2.0)/cos(x)**20 + 3315828.853442002, 24346.80402936334*(-0.08005519320450588*t + 0.08005519320450588*t/cos(x)**5 + 1)**4, 5.568661076862684, -7.32025325227686, -5.397158790037427,True,False,False,False,1,False,True,False,False,1,False,True,False,False,1,True,False,False,False,1
x, x - 1861.421845190648*x/cos(x) + 673.3392483960668, -8.2559083103767*x/cos(x) + 2.986441311462384, 8.842869071173908, -8.064117699190303, -3.7465008017768042,True,False,False,False,1,False,True,False,False,1,False,True,False,False,1,True,False,False,False,1
x**5, x**5 + 5112666.11067635 + 602460.261315947*exp(cosh(x))/x - 5112666.11067635/x, t + (-t + exp(cosh(x)))/x, -3.849598377288819, -2.634982494518326, 9.896231253531425,True,False,False,False,5,False,False,True,True,1,False,False,True,True,1,True,False,False,False,1
-8.431086428885603, 863.9938203371037, 4.645103894953584 - cos(t)/t, 9.418485899052275, -2.69511213582307, -0.44031709084447357,True,False,False,False,1,True,False,False,False,1,False,True,False,False,1,True,False,False,False,1
-0.8062620723740093, 14.44857344962829*x + 121.0302446611698*tan(x) - 0.8062620723740093, x + (log(t**2) + 6.399826386591613)*tan(x), 1.792242671766438, -0.9504295389514983, 9.048463583132676,True,False,False,False,1,False,True,False,False,1,False,True,False,False,1,True,False,False,False,1
x**3, x**3 - 1.8721650480482*x*(x**6*log(x*cos(x) - 7.13716070968276)*cos(x)**6 + 7.13716070968276*x**5*cos(x)**5 + 25.4695314979197*x**4*cos(x)**4 + 121.18675966732*x**3*cos(x)**3 + 648.697034723523*x**2*cos(x)**2 + 3703.88399097316*x*cos(x) + 22029.3460779972) + 1.8721650480482*x*(x**6*log(x*cos(x) + 4.55892742160477)*cos(x)**6 - 4.55892742160477*x**5*cos(x)**5 + 10.39190961773*x**4*cos(x)**4 - 31.583974479405*x**3*cos(x)**3 + 107.991785503069*x**2*cos(x)**2 - 393.8613697904*x*cos(x) + 1496.32116587356), t**3/(t/x + cos(x)), -1.8721650480481973, -7.137160709682764, 4.558927421604771,True,False,False,False,3,False,True,False,False,1,False,True,False,False,1,True,False,False,False,1
tanh(x - 2.6385344734919673) + 8.234886142990245, tanh(x - 2.6385344734919673) - 40.494003900316579, 0.20593744485987386, 5.344739707911671, -5.855565545985543, 0.2624223212891401,False,False,True,False,1,False,False,True,False,1,True,False,False,False,1,True,False,False,False,1
